[3, 10, 1, 2, 0, 9, 15, 2]
[3, 1, 10, 2, 0, 9, 15, 2]
[3, 1, 2, 10, 0, 9, 15, 2]
[3, 1, 2, 0, 10, 9, 15, 2]
[3, 1, 2, 0, 9, 10, 15, 2]
[3, 1, 2, 0, 9, 10, 15, 2]
[3, 1, 2, 0, 9, 10, 2, 15]
[1, 3, 2, 0, 9, 10, 2, 15]
[1, 2, 3, 0, 9, 10, 2, 15]
[1, 2, 0, 3, 9, 10, 2, 15]
[1, 2, 0, 3, 9, 10, 2, 15]
[1, 2, 0, 3, 9, 10, 2, 15]
[1, 2, 0, 3, 9, 2, 10, 15]
[1, 2, 0, 3, 9, 2, 10, 15]
[1, 2, 0, 3, 9, 2, 10, 15]
[1, 0, 2, 3, 9, 2, 10, 15]
[1, 0, 2, 3, 9, 2, 10, 15]
[1, 0, 2, 3, 9, 2, 10, 15]
[1, 0, 2, 3, 2, 9, 10, 15]
[1, 0, 2, 3, 2, 9, 10, 15]
[1, 0, 2, 3, 2, 9, 10, 15]
[0, 1, 2, 3, 2, 9, 10, 15]
[0, 1, 2, 3, 2, 9, 10, 15]
[0, 1, 2, 3, 2, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
[0, 1, 2, 2, 3, 9, 10, 15]
